!SET_MAP	"data\Mission\TNLMaps\save16.map"
!SET_MAX_PLAYER	8



!SET_UNIT 24 155 163
!SET_UNIT 24 176 152
!SET_UNIT 24 111 94
!SET_UNIT 24 53 180
!SET_UNIT 25 86 42
!SET_UNIT 25 76 26
!SET_UNIT 25 64 17
!SET_UNIT 25 53 12
!SET_UNIT 25 56 7
!SET_UNIT 25 83 1
!SET_UNIT 25 37 16
!SET_UNIT 25 43 16
!SET_UNIT 25 21 18
!SET_UNIT 25 4 16
!SET_UNIT 25 14 3
!SET_UNIT 25 42 5
!SET_UNIT 25 1 6
!SET_UNIT 25 174 111
!SET_UNIT 25 145 106
!SET_UNIT 25 132 111
!SET_UNIT 25 109 123
!SET_UNIT 25 80 124
!SET_UNIT 25 62 120
!SET_UNIT 25 42 115
!SET_UNIT 26 14 11
!SET_UNIT 26 39 12
!SET_UNIT 26 92 6
!SET_UNIT 26 69 20
!SET_UNIT 26 62 16
!SET_UNIT 26 50 118
!SET_UNIT 26 81 123
!SET_UNIT 26 125 118
!SET_UNIT 26 153 105



!SET_CURR_PLAYER 0
!SET_HUMAN_PLAYER 0
!ENABLE_PLAYER 0
!CENTER_SCREEN 120 174

CLEAR_UP 255

!CLEAR_UP 132 163 5
!CLEAR_UP 137 171 5
!CLEAR_UP 88 165 5
!CLEAR_UP 96 150 5
!CLEAR_UP 92 153 5
!CLEAR_UP 45 165 5
!CLEAR_UP 40 166 5
!CLEAR_UP 23 156 5
!CLEAR_UP 21 160 5
!CLEAR_UP 98 160 5
!CLEAR_UP 31 170 5
!CLEAR_UP 38 169 5
!CLEAR_UP 27 163 5

ADD_GOAL 3 1 0 1
ADD_GOAL 3 1 0 2
ADD_GOAL 3 1 0 3
ADD_GOAL 3 1 0 4
ADD_GOAL 3 1 0 5
ADD_GOAL 3 1 0 6
ADD_GOAL 4 1 0 1
ADD_GOAL 4 1 0 2
ADD_GOAL 4 1 0 3
ADD_GOAL 4 1 0 4
ADD_GOAL 4 1 0 5
ADD_GOAL 4 1 0 6
ADD_GOAL 6 1 0 1
ADD_GOAL 6 1 0 2
ADD_GOAL 6 1 0 3
ADD_GOAL 6 1 0 4
ADD_GOAL 6 1 0 5
ADD_GOAL 6 1 0 6
!ADD_GOAL 3 1 0 1
!ADD_GOAL 8 1 0 2
ADD_GOAL 8 1 0 3
ADD_GOAL 8 1 0 4
ADD_GOAL 8 1 0 5
ADD_GOAL 8 1 0 6
!ADD_LOST_GOAL 3 0 0 0
!ADD_LOST_GOAL 3 0 0 7
!ADD_LOST_GOAL 8 0 0 7
!ADD_GOAL 2  0  322  0
!ADD_GOAL 2  0  323  5500
!ADD_GOAL 2  0  324  8000
!ADD_GOAL 2  0  325  38000
!ADD_GOAL 2  0  326  42000

!SET_ALLIANCE 7 1

!CLEAR_UP 120 174 10

!RELEASE_HOUSE 3
!RELEASE_HOUSE 4
!RELEASE_HOUSE 5
!RELEASE_HOUSE 9
!RELEASE_HOUSE 17
!RELEASE_HOUSE 21

!SET_HOUSE 11 120 174
!SET_HOUSE 13 126 174
!SET_HOUSE 27 121 169

!SET_STREET 117 174
!SET_STREET 118 174
!SET_STREET 119 174
!SET_STREET 120 174
!SET_STREET 121 174
!SET_STREET 117 175
!SET_STREET 118 175
!SET_STREET 119 175
!SET_STREET 120 175
!SET_STREET 121 175
!SET_STREET 118 176
!SET_STREET 119 176
!SET_STREET 120 176
!SET_STREET 125 176
!SET_STREET 126 176
!SET_STREET 126 175
!SET_STREET 125 175
!SET_STREET 124 175
!SET_STREET 124 174
!SET_STREET 123 174
!SET_STREET 123 175
!SET_STREET 122 175
!SET_STREET 122 174
!SET_STREET 122 173
!SET_STREET 121 173
!SET_STREET 121 172
!SET_STREET 121 171
!SET_STREET 120 171
!SET_STREET 120 170
!SET_STREET 119 170
!SET_STREET 119 169
!SET_STREET 121 169
!SET_STREET 121 170
!SET_STREET 122 172
!SET_STREET 124 176
!SET_STREET 122 171

!ADD_WARE 1 100
!ADD_WARE 2 75
!ADD_WARE 7 150
!ADD_WARE 8 100
!ADD_WARE 10 80
!ADD_WARE 13 55

!SET_UNIT_BY_STOCK 0
!SET_UNIT_BY_STOCK 0
!SET_UNIT_BY_STOCK 0
!SET_UNIT_BY_STOCK 0
!SET_UNIT_BY_STOCK 0
!SET_UNIT_BY_STOCK 0
!SET_UNIT_BY_STOCK 9
!SET_UNIT_BY_STOCK 9
!SET_UNIT_BY_STOCK 9
!SET_UNIT_BY_STOCK 9

!SET_GROUP 15 113 168 7 4 12
!SET_GROUP 16 114 182 7 5 15
!SET_GROUP 19 131 184 7 5 20
!SET_GROUP 20 111 160 7 5 20
!SET_GROUP 22 127 180 7 4 8





!SET_CURR_PLAYER 1
!ENABLE_PLAYER 1
!SET_AI_PLAYER
!SET_AI_START_POSITION 176 13
!SET_AI_NO_BUILD
!SET_AI_CHARACTER TOWN_DEFENSE 0
!SET_AI_CHARACTER CONSTRUCTORS 0
!SET_AI_CHARACTER RECRUT_COUNT 5000
!SET_AI_CHARACTER RECRUTS 5
!SET_AI_CHARACTER WORKER_FACTOR	6
!SET_AI_CHARACTER MAX_SOLDIER 110
!SET_AI_CHARACTER TROUP_PARAM 0 15 5
!SET_AI_CHARACTER TROUP_PARAM 1 15 5
!SET_AI_CHARACTER TROUP_PARAM 2 12 4
!SET_AI_CHARACTER TROUP_PARAM 3 6 2

!SET_MAP_COLOR	3
!SET_NEW_REMAP 3 3 3 3 3 3 3 3

!SET_ALLIANCE 2 1
!SET_ALLIANCE 3 1
!SET_ALLIANCE 4 1
!SET_ALLIANCE 5 1
!SET_ALLIANCE 6 1

!SET_HOUSE 11 177 12
!SET_HOUSE 13 180 17
!SET_HOUSE 21 183 9
!SET_HOUSE 27 174 17

!SET_STREET 173 18
!SET_STREET 174 18
!SET_STREET 175 18
!SET_STREET 176 18
!SET_STREET 176 17
!SET_STREET 176 16
!SET_STREET 176 15
!SET_STREET 176 14
!SET_STREET 176 13
!SET_STREET 177 13
!SET_STREET 177 14
!SET_STREET 177 15
!SET_STREET 177 16
!SET_STREET 177 17
!SET_STREET 177 18
!SET_STREET 178 18
!SET_STREET 179 18
!SET_STREET 178 14
!SET_STREET 179 14
!SET_STREET 180 14
!SET_STREET 181 14
!SET_STREET 182 14
!SET_STREET 182 13
!SET_STREET 182 12
!SET_STREET 182 11
!SET_STREET 182 10
!SET_STREET 175 13
!SET_STREET 175 12
!SET_STREET 176 12
!SET_STREET 177 12
!SET_STREET 178 13
!SET_STREET 172 18
!SET_STREET 172 17
!SET_STREET 173 17
!SET_STREET 174 17
!SET_STREET 175 17
!SET_STREET 175 16
!SET_STREET 174 16
!SET_STREET 178 15
!SET_STREET 178 16
!SET_STREET 178 17
!SET_STREET 179 17
!SET_STREET 180 17
!SET_STREET 180 18
!SET_STREET 181 9
!SET_STREET 182 9
!SET_STREET 183 9
!SET_STREET 183 10
!SET_STREET 181 10
!SET_STREET 176 19
!SET_STREET 176 20
!SET_STREET 176 21
!SET_STREET 176 22
!SET_STREET 176 23
!SET_STREET 176 24
!SET_STREET 176 25
!SET_STREET 176 26
!SET_STREET 176 27
!SET_STREET 176 28
!SET_STREET 176 29
!SET_STREET 176 30
!SET_STREET 176 31
!SET_STREET 176 32
!SET_STREET 176 33
!SET_STREET 176 34
!SET_STREET 176 35
!SET_STREET 177 35
!SET_STREET 177 34
!SET_STREET 177 33
!SET_STREET 177 32
!SET_STREET 177 31
!SET_STREET 177 30
!SET_STREET 177 29
!SET_STREET 177 28
!SET_STREET 177 27
!SET_STREET 177 26
!SET_STREET 177 25
!SET_STREET 177 24
!SET_STREET 177 23
!SET_STREET 177 22
!SET_STREET 177 21
!SET_STREET 177 20
!SET_STREET 177 19

!ADD_WARE 7 9999
!ADD_WARE 8 9999
!ADD_WARE 10 9999
!ADD_WARE 13 9999

!ADD_WEAPON 17 9999
!ADD_WEAPON 19 9999
!ADD_WEAPON 21 9999
!ADD_WEAPON 23 9999

!SET_UNIT_BY_STOCK 0
!SET_UNIT_BY_STOCK 0
!SET_UNIT_BY_STOCK 0
!SET_UNIT_BY_STOCK 0
!SET_UNIT_BY_STOCK 0

!SET_GROUP 18 172 25 3 4 12
!SET_AI_DEFENSE 172 25 3 2 15 0
!SET_GROUP 18 180 24 5 4 12
!SET_AI_DEFENSE 180 24 5 2 15 0
!SET_GROUP 18 174 28 4 2 2
!SET_AI_DEFENSE 174 28 4 2 15 0
!SET_GROUP 18 178 28 4 2 2
!SET_AI_DEFENSE 178 28 4 2 15 0
!SET_GROUP 22 176 22 4 2 6
!SET_AI_DEFENSE 176 22 4 3 15 0

SET_GROUP 16 135 26 6 5 5
!SET_AI_DEFENSE 135 26 6 0 150 1
SET_GROUP 16 101 103 4 5 5
!SET_AI_DEFENSE 101 103 4 0 150 1
SET_GROUP 20 135 38 6 5 5
!SET_AI_DEFENSE 135 38 6 1 150 1
SET_GROUP 20 164 84 4 5 5
!SET_AI_DEFENSE 164 84 4 1 150 1
